video_id	classification	question_category	pool_key	target	caption	generated_transcription	missing_transcription	score_1	score_2	score_3	mean_score	raw_output_1	raw_output_2	raw_output_3
Video16	unknown_dialogue	Controfattuale_A	pool_pos_5	0	Se il ragazzo vestito di verde rovesciasse il tavolo, probabilmente le persone sedute verrebbero coinvolte	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	Controfattuale_A	pool_pos_6	0	Se il ragazzo vestito di verde rovesciasse il tavolo, i due anziani si arrabbierebbero ancora di più	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	Controfattuale_A	pool_pos_7	1	Se il ragazzo vestito di verde rovesciasse il tavolo, tutto quello che c'è sopra finirebbe a terra o sopra i due anziani	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	Controfattuale_A	pool_pos_8	1	Se il ragazzo vestito di verde rovesciasse il tavolo, le persone potrebbero farsi male	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	Controfattuale_B	pool_pos_1	0	Se l'uomo ferisse gravemente il ragazzo vestito di verde col mattarello, subirebbe un processo	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	Controfattuale_B	pool_pos_2	1	Se il ragazzo venisse colpito seriamente dall'uomo che impugna un mattarello, riceverebbe assistenza immediata	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	Controfattuale_B	pool_pos_3	1	Se l'uomo infliggesse una grave ferita al ragazzo che indossa abiti verdi con un mattarello, è probabile che debba affrontare un giudizio in tribunale	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	Controfattuale_B	pool_pos_4	0	Se il ragazzo vestito di verde venisse ferito gravemente, l'uomo dovrebbe chiamare l'ambulanza per portarlo in ospedale	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0	0.0	0.0
Video16	unknown_dialogue	Controfattuale_B	pool_pos_5	1	Nel caso in cui l'uomo causasse gravi lesioni al giovane con il mattarello, sarebbe opportuno condurlo in ospedale per ricevere cure mediche	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	Controfattuale_B	pool_pos_6	0	Se l'individuo infliggesse una ferita seria al giovane in abiti verdi usando un matterello, lui e la donna contatterebbero i soccorsi per assisterlo	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	Controfattuale_B	pool_pos_7	1	Nel caso in cui l'uomo infliggesse una seria lesione al giovane con il mattarello, il ragazzo potrebbe urlare e tentare di fuggire fuori dall'abitazione	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	Controfattuale_B	pool_pos_8	1	Se l'adulto causasse una ferita seria al giovane che indossa abbigliamento verde con il mattarello, la signora interverrebbe per fornire assistenza	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	ImplicitoParziale_A	pool_pos_1	1	Prima che si aprisse la porta, nella ciotola sul tavolo c'erano 4 arance	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	ImplicitoParziale_A	pool_pos_2	1	Nella scodella sopra il tavolo erano presenti quattro arance prima dell'apertura della porta	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	ImplicitoParziale_A	pool_pos_3	1	All'inizio del video, la ciotola sul tavolo conteneva 4 arance	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	ImplicitoParziale_A	pool_pos_4	0	Inizialmente, nella ciotola posata sul tavolo c'erano quattro arance, prima che la porta venisse aperta	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	ImplicitoParziale_A	pool_pos_5	1	Pare che la ciotola posta sul tavolo ospitasse 4 arance prima dell'apertura della porta	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	ImplicitoParziale_A	pool_pos_6	1	Nel contenitore sul tavolo vi erano quattro agrumi	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	ImplicitoParziale_A	pool_pos_7	0	Fino a quando la porta non fu aperta, vi erano quattro arance nella ciotola posta sul tavolo	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	ImplicitoParziale_A	pool_pos_8	0	Il recipiente sul tavolo aveva quattro arance prima che la porta venisse spalancata	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	ImplicitoParziale_B	pool_pos_1	0	Accanto al telefono nero sul mobile sembra esserci un modem, ma non è certo	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	ImplicitoParziale_B	pool_pos_2	0	Affianco al telefono nero sul mobile c'è una radio o un modem scuro	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	ImplicitoParziale_B	pool_pos_3	0	Sul mobile affianco al telefono nero sembrerebbe esserci un router	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	ImplicitoParziale_B	pool_pos_4	1	Sul mobile accanto al telefono nero c'è un oggetto rettangolare nero	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	ImplicitoParziale_B	pool_pos_5	1	Sul mobile, affianco al telefono nero, c'è una radiolina	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	ImplicitoParziale_B	pool_pos_6	1	Vicino al telefono nero sul mobile si trova un dispositivo che sembra un modem	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	ImplicitoParziale_B	pool_pos_7	1	Affianco al telefono nero sul mobile ci sono una presa multipla e probabilmente un router wifi	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	ImplicitoParziale_B	pool_pos_8	1	Sul mobile, accanto al telefono nero, ci sono una ciabatta con delle prese ed un modem	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	ImplicitoTot_A	pool_pos_1	1	Dal filmato non è chiaro in quale festività sia stato registrato, sembra una casa vecchia con camino	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	ImplicitoTot_A	pool_pos_2	1	La festività in cui è stato registrato il filmato non è deducibile	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	ImplicitoTot_A	pool_pos_3	1	Nel filmato non si vede in quale festività sia stato registrato	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	ImplicitoTot_A	pool_pos_4	1	Nel video non è specificata la festività durante la quale è stato registrato	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	ImplicitoTot_A	pool_pos_5	0	È difficile distinguere se nel sacco sul tavolo vi siano dei pellets	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	ImplicitoTot_A	pool_pos_6	0	Nel video non ci sono abbastanza informazioni per determinare in che festività sia stato registrato	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	ImplicitoTot_A	pool_pos_7	1	Non è possibile determinare in quale festività è stato registrato il video	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	ImplicitoTot_A	pool_pos_8	1	Dal video non è possibile stabilire il tipo di riscaldamento della casa	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	ImplicitoTot_B	pool_pos_1	1	Dietro le tende c'è la cucina	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	ImplicitoTot_B	pool_pos_2	0	Dietro le tende sembra esserci il cucinino	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	ImplicitoTot_B	pool_pos_3	1	Dietro le tende c'è una cucina	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	ImplicitoTot_B	pool_pos_4	1	La stanza dietro le tende è una cucina	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	ImplicitoTot_B	pool_pos_5	0	La stanza dietro le tende è destinata alla preparazione dei cibi	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0	0.0	0.0
Video16	unknown_dialogue	ImplicitoTot_B	pool_pos_6	1	Dietro le tende si trova una cucina	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	ImplicitoTot_B	pool_pos_7	0	Oltre le tende c'è un'area riservata alla preparazione dei pasti	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	ImplicitoTot_B	pool_pos_8	1	Dietro le tende c'è l'area dedicata a cucinare	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	Incertezza_A	pool_pos_1	1	Si ritiene che il vestito del ragazzo sia stato scelto per fare coppia con il colore della moto	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	Incertezza_A	pool_pos_2	1	Non è deducibile dal filmato perché il ragazzo sul motorino sia vestito di verde	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	Incertezza_A	pool_pos_3	1	Nel filmato non viene mostrato il motivo per cui il ragazzo sul motorino è vestito di verde	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	Incertezza_A	pool_pos_4	0	Non è dato sapere perché il ragazzo sul motorino sia vestito di verde	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	Incertezza_A	pool_pos_5	1	Il ragazzo sul motorino è vestito di verde perché ha un costume dello stesso colore del motorino, ma il motivo è ignoto	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	Incertezza_A	pool_pos_6	1	È difficile trovare il motivo per cui il ragazzo sul motorino abbia deciso di vestirsi di verde	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	Incertezza_A	pool_pos_7	0	Non è possibile sapere perché il ragazzo sul motorino è vestito di verde nel video	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	Incertezza_A	pool_pos_8	1	Dal video non si capisce la scelta del colore verde da parte del ragazzo sul motorino	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	Incertezza_B	pool_pos_1	1	È probabile che i signori seduti al tavolo siano i nonni del ragazzo, ma non c'è modo di saperlo con certezza	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	Incertezza_B	pool_pos_2	0	È molto probabile che i signori seduti al tavolo siano i nonni del ragazzo	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	Incertezza_B	pool_pos_3	1	I signori seduti al tavolo probabilmente sono i nonni del ragazzo, ma potrebbero essere anche degli zii o degli estranei	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	Incertezza_B	pool_pos_4	0	Nella scena non ci sono abbastanza informazioni per capire se i signori seduti al tavolo sono i nonni del ragazzo	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	Incertezza_B	pool_pos_5	0	Nel filmato non si può sapere se i signori seduti sono i nonni del ragazzo, ma è probabile	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	Incertezza_B	pool_pos_6	1	I signori seduti al tavolo potrebbero essere i nonni del ragazzo	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	Incertezza_B	pool_pos_7	0	Nel video, è verosimile che i signori seduti al tavolo siano i nonni del ragazzo, dato che sembrano scherzare e stanno riprendendo la scena	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	Incertezza_B	pool_pos_8	1	Dal video non è possibile ricavare se i signori seduti al tavolo siano i nonni del ragazzo	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	OutofScope_A	pool_pos_1	1	Nella scena non si nota alcuna bici, ma c'è un motorino verde	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	OutofScope_A	pool_pos_2	0	Nella scena non c'è una bici, ma un motorino	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	OutofScope_A	pool_pos_3	0	Nel filmato non appare nessuna bicicletta	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	OutofScope_A	pool_pos_4	0	Nel filmato non c'è nessuna bici	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	OutofScope_A	pool_pos_5	1	Nel video non si vede alcuna bicicletta	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	OutofScope_A	pool_pos_6	0	Nel video non ci sono bici	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	OutofScope_A	pool_pos_7	0	Nel video mancano biciclette di qualsiasi colore	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	OutofScope_A	pool_pos_8	0	Nel video non si vedono bici	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	OutofScope_B	pool_pos_1	0	Nella scena non c'è nessun manganello	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	OutofScope_B	pool_pos_2	0	Nella scena non ci sono manganelli	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	OutofScope_B	pool_pos_3	0	Nel filmato l'anziano ha un mattarello in mano, non un manganello	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	OutofScope_B	pool_pos_4	1	Nel filmato non compaiono manganelli	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	OutofScope_B	pool_pos_5	0	Nel video, i manganelli non compaiono	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	OutofScope_B	pool_pos_6	1	Nel video non sono presenti manganelli	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	OutofScope_B	pool_pos_7	0	Nel video non ci sono manganelli	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	OutofScope_B	pool_pos_8	0	Nel video non c'è nessun manganello	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	Pianificazione_A	pool_pos_1	1	Per raccogliere le arance da terra basta piegarsi	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	Pianificazione_A	pool_pos_2	0	Per raccogliere le arance dal pavimento, la signora dovrebbe avvicinarsi, abbassarsi e prenderle	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	Pianificazione_A	pool_pos_3	0	Per raccogliere le arance dal pavimento, la signora dovrebbe alzarsi e raccoglierle	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	Pianificazione_A	pool_pos_4	0	Per raccogliere le arance sparse per terra, la signora potrebbe abbassarsi	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
Video16	unknown_dialogue	Pianificazione_A	pool_pos_5	1	La signora dovrebbe prendere una scopa per raccogliere le arance dal pavimento	Vattene via, OOOOH OOOH, hai rotto i coglioni, testa di ca**o, ah ah AIAh AIOh	false	0	0	0	0	0.0	0.0	0.0
